title,text,url,source,source_url,source_type,platform,language,country,region,location,date,published_date,query,file_source,description,content,id,favorite,tone,source_name,parent_url,parent_id,children,direct_reach,cumulative_reach,domain_reach,tags
NA LIE! Ngige No Warn APC Make Dem No Celebrate Di Presido Election Victory,"Claim: Chris Ngige bin advise APC make dem no celebrate di presidential election victory because of him experience for court with Peter Obi. 
Verdict: NA LIE. As we confirm from di spokesperson of Ngige wey talk say di minister no make dis kind statement.",https://www.wazobiafm.com/news/fact-check/na-lie-ngige-no-warn-apc-make-dem-no-celebrate-di-presido-election-victory/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"Claim: Chris Ngige bin advise APC make dem no celebrate di presidential election victory because of him experience for court with Peter Obi. 
Verdict: NA LIE. As we confirm from di spokesperson of Ngi...","Claim: Chris Ngige bin advise APC make dem no celebrate di presidential election victory because of him experience for court with Peter Obi. 
Verdict: NA LIE. As we confirm from di spokesperson of Ngige wey talk say di minister no make dis kind statement.",radio_web_-3127004279807009323_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Fasting No Fit Cure Cancer,"Claim: Dem fit use Fasting as treatment for cancer.

Verdict: MOST TIMES NA TRUE. Although dem don prove say fasting dey effective to treat cancer but no be di cure be dat.",https://www.wazobiafm.com/news/fact-check/fasting-no-fit-cure-cancer/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"Claim: Dem fit use Fasting as treatment for cancer.

Verdict: MOST TIMES NA TRUE. Although dem don prove say fasting dey effective to treat cancer but no be di cure be dat.","Claim: Dem fit use Fasting as treatment for cancer.

Verdict: MOST TIMES NA TRUE. Although dem don prove say fasting dey effective to treat cancer but no be di cure be dat.",radio_web_9037345927768414446_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Bukola Saraki Claim Say Inflation Rate No Reach Double Digit Under PDP,Claim: The inflation rate today na around 16% but under di government of Peoples Democratic Party (PDP) na single figure e be .,https://www.wazobiafm.com/news/fact-check/fact-check-of-wetin-bukola-saraki-claim-say-inflation-rate-stay-for-single-digit-under-pdp/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,Claim: The inflation rate today na around 16% but under di government of Peoples Democratic Party (PDP) na single figure e be .,Claim: The inflation rate today na around 16% but under di government of Peoples Democratic Party (PDP) na single figure e be .,radio_web_494209590074993809_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
How Fake Ibrahim Babangida For Twitter Do Pipo Wayo-Wayo,Former leader dem under di military rule or for democracy get ogbonge role wey dem dey play for election mata inside Nigeria. Different important pipo dey take anything wey dis former leaders dem talk very serious especially di ones wey wan run for office .,https://www.wazobiafm.com/news/fact-check/how-fake-ibrahim-babangida-for-twitter-do-pipo-wayo-wayo/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,Former leader dem under di military rule or for democracy get ogbonge role wey dem dey play for election mata inside Nigeria. Different important pipo dey take anything wey dis former leaders dem talk...,Former leader dem under di military rule or for democracy get ogbonge role wey dem dey play for election mata inside Nigeria. Different important pipo dey take anything wey dis former leaders dem talk very serious especially di ones wey wan run for office .,radio_web_-2384336108295074753_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Onitsha Main Market Resumes Monday Trading After Years of Sit-at-Home Disruptions,"Traders don finally resume Monday trading at Onitsha Main Market after years of disruption caused by the sit-at-home order.
For almost five years, Monday trading dey largely shut down because of the directive issued by the Indigenous People of Biafra (IPOB).",https://www.wazobiafm.com/news/hottori/onitsha-main-market-resumes-monday-trading-after-years-of-sit-at-home-disruptions1/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"Traders don finally resume Monday trading at Onitsha Main Market after years of disruption caused by the sit-at-home order.
For almost five years, Monday trading dey largely shut down because of the d...","Traders don finally resume Monday trading at Onitsha Main Market after years of disruption caused by the sit-at-home order.
For almost five years, Monday trading dey largely shut down because of the directive issued by the Indigenous People of Biafra (IPOB).",radio_web_2344708275742066767_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
FCT Police Raise Alarm Ahead of NLC Protest,"The FCT Police Command don alert residents ahead of the planned Nigeria Labour Congress (NLC) FCT Council protest on Tuesday, February 3, 2026.",https://www.wazobiafm.com/news/hottori/fct-police-raise-alarm-ahead-of-nlc-protest1/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"The FCT Police Command don alert residents ahead of the planned Nigeria Labour Congress (NLC) FCT Council protest on Tuesday, February 3, 2026.","The FCT Police Command don alert residents ahead of the planned Nigeria Labour Congress (NLC) FCT Council protest on Tuesday, February 3, 2026.",radio_web_5483209298541251342_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Many Onitsha Traders Stay Home Despite Soludo’s Order to Resume Monday Trading,"Many traders for Onitsha Main Market no show for their stalls on Monday, even after Governor Chukwuma Soludo order make shops reopen and warn against further closures, witnesses and officials report.",https://www.wazobiafm.com/news/hottori/many-onitsha-traders-stay-home-despite-soludos-order-to-resume-monday-trading1/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"Many traders for Onitsha Main Market no show for their stalls on Monday, even after Governor Chukwuma Soludo order make shops reopen and warn against further closures, witnesses and officials report.","Many traders for Onitsha Main Market no show for their stalls on Monday, even after Governor Chukwuma Soludo order make shops reopen and warn against further closures, witnesses and officials report.",radio_web_3720056507142508284_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Lagos Official Warn Truck Drivers After Crash for Apakun Bridge,"One speeding tanker truck jam Toyota Corolla for Apakun Bridge corridor for Lagos on Monday, injuring the Corolla driver and two pedestrians, Lagos State officials confirm.",https://www.wazobiafm.com/news/hottori/lagos-official-warn-truck-drivers-after-crash-for-apakun-bridge/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"One speeding tanker truck jam Toyota Corolla for Apakun Bridge corridor for Lagos on Monday, injuring the Corolla driver and two pedestrians, Lagos State officials confirm.","One speeding tanker truck jam Toyota Corolla for Apakun Bridge corridor for Lagos on Monday, injuring the Corolla driver and two pedestrians, Lagos State officials confirm.",radio_web_-8992006551126347586_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
Trump Threaten Lawsuit After Trevor Noah Joke About Epstein for Grammys,U.S. former President Donald Trump don threaten to sue comedian Trevor Noah after Noah make joke for the 68th Grammy Awards wey link Trump to Jeffrey Epstein’s private island.,https://www.wazobiafm.com/news/hottori/trump-threaten-lawsuit-after-trevor-noah-joke-about-epstein-for-grammys/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,U.S. former President Donald Trump don threaten to sue comedian Trevor Noah after Noah make joke for the 68th Grammy Awards wey link Trump to Jeffrey Epstein’s private island.,U.S. former President Donald Trump don threaten to sue comedian Trevor Noah after Noah make joke for the 68th Grammy Awards wey link Trump to Jeffrey Epstein’s private island.,radio_web_-7268892546820332407_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
"NLC, TUC Go Hold Solidarity Rally for Abuja in Support of Striking FCT Workers","Nigeria Labour Congress (NLC) and Trade Union Congress (TUC) don announce say dem go hold strong solidarity rally for Abuja on Tuesday, February 3, 2026.",https://www.wazobiafm.com/news/hottori/nlc-tuc-go-hold-solidarity-rally-for-abuja-in-support-of-striking-fct-workers/,Wazobia FM,https://www.wazobiafm.com/news/,radio,radio_website,English,Nigeria,Southwest,Lagos,,,radio_collection,radio_hybrid,"Nigeria Labour Congress (NLC) and Trade Union Congress (TUC) don announce say dem go hold strong solidarity rally for Abuja on Tuesday, February 3, 2026.","Nigeria Labour Congress (NLC) and Trade Union Congress (TUC) don announce say dem go hold strong solidarity rally for Abuja on Tuesday, February 3, 2026.",radio_web_1918157242221418535_1770102013,False,neutral,Wazobia FM,https://www.wazobiafm.com/news/,web_wazobia_fm,[],0,0,0,"['radio', 'web', 'southwest']"
